DATE,TIME,実績(万kW)
2005 3 25,3 00,2637
2005 3 25,4 00,2612
2005 3 25,5 00,2729
2005 3 25,6 00,3031
2005 3 25,7 00,3442
2005 3 25,8 00,3858
2005 3 25,9 00,4130
2005 3 25,10 00,4181
2005 3 25,11 00,4165
2005 3 25,12 00,3919
2005 3 25,13 00,4100
2005 3 25,14 00,4087
2005 3 25,15 00,4034
2005 3 25,16 00,4057
2005 3 25,17 00,4090
2005 3 25,18 00,4312
2005 3 25,19 00,4217
2005 3 25,20 00,4045
2005 3 25,21 00,3850
2005 3 25,22 00,3780
2005 3 25,23 00,3606
2005 3 26,0 00,3334
2005 3 26,1 00,3062
2005 3 26,2 00,2884
2005 3 26,3 00,2755
2005 3 26,4 00,2701
2005 3 26,5 00,2743
2005 3 26,6 00,2909
2005 3 26,7 00,3194
2005 3 26,8 00,3539
2005 3 26,9 00,3734
2005 3 26,10 00,3753
2005 3 26,11 00,3703
2005 3 26,12 00,3528
2005 3 26,13 00,3557
2005 3 26,14 00,3531
2005 3 26,15 00,3476
2005 3 26,16 00,3503
2005 3 26,17 00,3590
2005 3 26,18 00,3862
2005 3 26,19 00,3844
2005 3 26,20 00,3751
2005 3 26,21 00,3575
2005 3 26,22 00,3414
2005 3 26,23 00,3232
2005 3 27,0 00,3000
2005 3 27,1 00,2813
2005 3 27,2 00,2660
2005 3 27,3 00,2538
2005 3 27,4 00,2478
2005 3 27,5 00,2515
2005 3 27,6 00,2624
2005 3 27,7 00,2810
2005 3 27,8 00,2994
2005 3 27,9 00,3116
2005 3 27,10 00,3150
2005 3 27,11 00,3093
2005 3 27,12 00,3048
2005 3 27,13 00,3018
2005 3 27,14 00,2979
2005 3 27,15 00,2962
2005 3 27,16 00,3012
2005 3 27,17 00,3205
2005 3 27,18 00,3516
2005 3 27,19 00,3520
2005 3 27,20 00,3448
2005 3 27,21 00,3312
2005 3 27,22 00,3121
2005 3 27,23 00,2930
2005 3 28,0 00,2707
2005 3 28,1 00,2566
2005 3 28,2 00,2462
2005 3 28,3 00,2392
2005 3 28,4 00,2368
2005 3 28,5 00,2472
2005 3 28,6 00,2758
2005 3 28,7 00,3201
2005 3 28,8 00,3688
2005 3 28,9 00,4040
2005 3 28,10 00,4173
2005 3 28,11 00,4240
2005 3 28,12 00,4048
2005 3 28,13 00,4265
2005 3 28,14 00,4279
2005 3 28,15 00,4257
2005 3 28,16 00,4310
2005 3 28,17 00,4316
2005 3 28,18 00,4301
2005 3 28,19 00,4121
2005 3 28,20 00,3919
2005 3 28,21 00,3719
2005 3 28,22 00,3605
2005 3 28,23 00,3349
2005 3 29,0 00,3054
2005 3 29,1 00,2847
2005 3 29,2 00,2713
2005 3 29,3 00,2611
2005 3 29,4 00,2583
2005 3 29,5 00,2657
2005 3 29,6 00,2928
2005 3 29,7 00,3306
2005 3 29,8 00,3733
2005 3 29,9 00,4020
2005 3 29,10 00,4094
2005 3 29,11 00,4101
2005 3 29,12 00,3870
2005 3 29,13 00,4064
2005 3 29,14 00,4066
2005 3 29,15 00,4028
2005 3 29,16 00,4097
2005 3 29,17 00,4127
2005 3 29,18 00,4211
2005 3 29,19 00,4072
2005 3 29,20 00,3905
2005 3 29,21 00,3718
2005 3 29,22 00,3625
2005 3 29,23 00,3377
2005 3 30,0 00,3084
2005 3 30,1 00,2874
2005 3 30,2 00,2741
2005 3 30,3 00,2643
2005 3 30,4 00,2619
2005 3 30,5 00,2710
2005 3 30,6 00,2996
2005 3 30,7 00,3362
2005 3 30,8 00,3758
2005 3 30,9 00,3994
2005 3 30,10 00,4013
2005 3 30,11 00,3978
2005 3 30,12 00,3715
2005 3 30,13 00,3862
2005 3 30,14 00,3841
2005 3 30,15 00,3789
2005 3 30,16 00,3831
2005 3 30,17 00,3876
2005 3 30,18 00,4068
2005 3 30,19 00,4000
2005 3 30,20 00,3860
2005 3 30,21 00,3689
2005 3 30,22 00,3608
2005 3 30,23 00,3343
2005 3 31,0 00,3061
2005 3 31,1 00,2871
2005 3 31,2 00,2738
2005 3 31,3 00,2631
2005 3 31,4 00,2608
2005 3 31,5 00,2695
2005 3 31,6 00,2978
2005 3 31,7 00,3318
2005 3 31,8 00,3678
2005 3 31,9 00,3877
2005 3 31,10 00,3881
2005 3 31,11 00,3835
2005 3 31,12 00,3585
2005 3 31,13 00,3741
2005 3 31,14 00,3730
2005 3 31,15 00,3701
2005 3 31,16 00,3772
2005 3 31,17 00,3828
2005 3 31,18 00,3989
2005 3 31,19 00,3914
2005 3 31,20 00,3773
2005 3 31,21 00,3615
2005 3 31,22 00,3540
2005 3 31,23 00,3318
2005 4 1,0 00,3020
2005 4 1,1 00,2835
2005 4 1,2 00,2708
2005 4 1,3 00,2605
2005 4 1,4 00,2575
2005 4 1,5 00,2664
2005 4 1,6 00,2948
2005 4 1,7 00,3288
2005 4 1,8 00,3628
2005 4 1,9 00,3879
2005 4 1,10 00,3911
2005 4 1,11 00,3882
2005 4 1,12 00,3624
2005 4 1,13 00,3783
2005 4 1,14 00,3776
2005 4 1,15 00,3742
2005 4 1,16 00,3782
2005 4 1,17 00,3810
2005 4 1,18 00,3976
2005 4 1,19 00,3890
2005 4 1,20 00,3723
2005 4 1,21 00,3531
2005 4 1,22 00,3451
2005 4 1,23 00,3260
2005 4 2,0 00,2993
2005 4 2,1 00,2830
2005 4 2,2 00,2696
2005 4 2,3 00,2598
2005 4 2,4 00,2542
2005 4 2,5 00,2565
2005 4 2,6 00,2699
2005 4 2,7 00,2954
2005 4 2,8 00,3288
2005 4 2,9 00,3505
2005 4 2,10 00,3555
2005 4 2,11 00,3533
2005 4 2,12 00,3393
2005 4 2,13 00,3434
2005 4 2,14 00,3411
2005 4 2,15 00,3383
2005 4 2,16 00,3436
2005 4 2,17 00,3532
2005 4 2,18 00,3734
2005 4 2,19 00,3673
2005 4 2,20 00,3558
2005 4 2,21 00,3381
2005 4 2,22 00,3226
2005 4 2,23 00,3038
2005 4 3,0 00,2810
2005 4 3,1 00,2645
2005 4 3,2 00,2524
2005 4 3,3 00,2415
2005 4 3,4 00,2358
2005 4 3,5 00,2350
2005 4 3,6 00,2432
2005 4 3,7 00,2599
2005 4 3,8 00,2782
2005 4 3,9 00,2904
2005 4 3,10 00,2964
2005 4 3,11 00,2953
2005 4 3,12 00,2918
2005 4 3,13 00,2906
2005 4 3,14 00,2894
2005 4 3,15 00,2898
2005 4 3,16 00,2973
2005 4 3,17 00,3143
2005 4 3,18 00,3384
2005 4 3,19 00,3398
2005 4 3,20 00,3320
2005 4 3,21 00,3194
2005 4 3,22 00,3038
2005 4 3,23 00,2876
2005 4 4,0 00,2667
2005 4 4,1 00,2551
2005 4 4,2 00,2450
2005 4 4,3 00,2383
2005 4 4,4 00,2370
2005 4 4,5 00,2504
2005 4 4,6 00,2862
2005 4 4,7 00,3343
2005 4 4,8 00,3854
2005 4 4,9 00,4240
2005 4 4,10 00,4298
2005 4 4,11 00,4246
2005 4 4,12 00,3948
2005 4 4,13 00,4093
2005 4 4,14 00,4064
2005 4 4,15 00,3971
2005 4 4,16 00,3970
2005 4 4,17 00,3962
2005 4 4,18 00,4169
2005 4 4,19 00,4088
2005 4 4,20 00,3929
2005 4 4,21 00,3732
2005 4 4,22 00,3654
2005 4 4,23 00,3407
2005 4 5,0 00,3098
2005 4 5,1 00,2904
2005 4 5,2 00,2766
2005 4 5,3 00,2676
2005 4 5,4 00,2644
2005 4 5,5 00,2741
2005 4 5,6 00,3048
2005 4 5,7 00,3399
2005 4 5,8 00,3739
2005 4 5,9 00,3940
2005 4 5,10 00,3940
2005 4 5,11 00,3893
2005 4 5,12 00,3622
2005 4 5,13 00,3783
2005 4 5,14 00,3771
2005 4 5,15 00,3713
2005 4 5,16 00,3726
2005 4 5,17 00,3727
2005 4 5,18 00,3926
2005 4 5,19 00,3859
2005 4 5,20 00,3700
2005 4 5,21 00,3515
2005 4 5,22 00,3450
2005 4 5,23 00,3233
2005 4 6,0 00,2960
2005 4 6,1 00,2783
2005 4 6,2 00,2662
2005 4 6,3 00,2569
2005 4 6,4 00,2546
2005 4 6,5 00,2606
2005 4 6,6 00,2869
2005 4 6,7 00,3188
2005 4 6,8 00,3500
2005 4 6,9 00,3716
2005 4 6,10 00,3753
2005 4 6,11 00,3752
2005 4 6,12 00,3514
2005 4 6,13 00,3716
2005 4 6,14 00,3729
2005 4 6,15 00,3688
2005 4 6,16 00,3697
2005 4 6,17 00,3685
2005 4 6,18 00,3830
2005 4 6,19 00,3711
2005 4 6,20 00,3536
2005 4 6,21 00,3357
2005 4 6,22 00,3279
2005 4 6,23 00,3085
2005 4 7,0 00,2839
2005 4 7,1 00,2697
2005 4 7,2 00,2588
2005 4 7,3 00,2499
2005 4 7,4 00,2469
2005 4 7,5 00,2513
2005 4 7,6 00,2734
2005 4 7,7 00,3055
2005 4 7,8 00,3431
2005 4 7,9 00,3677
2005 4 7,10 00,3747
2005 4 7,11 00,3754
2005 4 7,12 00,3522
2005 4 7,13 00,3742
2005 4 7,14 00,3771
2005 4 7,15 00,3740
2005 4 7,16 00,3741
2005 4 7,17 00,3686
2005 4 7,18 00,3839
2005 4 7,19 00,3736
2005 4 7,20 00,3546
2005 4 7,21 00,3344
2005 4 7,22 00,3274
2005 4 7,23 00,3082
2005 4 8,0 00,2834
2005 4 8,1 00,2693
2005 4 8,2 00,2590
2005 4 8,3 00,2504
2005 4 8,4 00,2469
2005 4 8,5 00,2503
2005 4 8,6 00,2710
2005 4 8,7 00,2995
2005 4 8,8 00,3347
2005 4 8,9 00,3628
2005 4 8,10 00,3737
2005 4 8,11 00,3761
2005 4 8,12 00,3545
2005 4 8,13 00,3754
2005 4 8,14 00,3770
2005 4 8,15 00,3726
2005 4 8,16 00,3704
2005 4 8,17 00,3646
2005 4 8,18 00,3762
2005 4 8,19 00,3663
2005 4 8,20 00,3484
2005 4 8,21 00,3299
2005 4 8,22 00,3243
2005 4 8,23 00,3074
2005 4 9,0 00,2839
2005 4 9,1 00,2691
2005 4 9,2 00,2572
2005 4 9,3 00,2479
2005 4 9,4 00,2420
2005 4 9,5 00,2426
2005 4 9,6 00,2531
2005 4 9,7 00,2747
2005 4 9,8 00,3001
2005 4 9,9 00,3198
2005 4 9,10 00,3264
2005 4 9,11 00,3261
2005 4 9,12 00,3162
2005 4 9,13 00,3213
2005 4 9,14 00,3205
2005 4 9,15 00,3167
2005 4 9,16 00,3167
2005 4 9,17 00,3198
2005 4 9,18 00,3425
2005 4 9,19 00,3426
2005 4 9,20 00,3313
2005 4 9,21 00,3136
2005 4 9,22 00,2992
2005 4 9,23 00,2818
2005 4 10,0 00,2620
2005 4 10,1 00,2494
2005 4 10,2 00,2395
2005 4 10,3 00,2301
2005 4 10,4 00,2246
2005 4 10,5 00,2232
2005 4 10,6 00,2310
2005 4 10,7 00,2479
2005 4 10,8 00,2666
2005 4 10,9 00,2820
2005 4 10,10 00,2896
2005 4 10,11 00,2912
2005 4 10,12 00,2902
2005 4 10,13 00,2892
2005 4 10,14 00,2898
2005 4 10,15 00,2894
2005 4 10,16 00,2941
2005 4 10,17 00,3067
2005 4 10,18 00,3326
2005 4 10,19 00,3340
2005 4 10,20 00,3241
2005 4 10,21 00,3082
2005 4 10,22 00,2920
2005 4 10,23 00,2748
2005 4 11,0 00,2561
2005 4 11,1 00,2448
2005 4 11,2 00,2367
2005 4 11,3 00,2296
2005 4 11,4 00,2282
2005 4 11,5 00,2355
2005 4 11,6 00,2594
2005 4 11,7 00,2959
2005 4 11,8 00,3348
2005 4 11,9 00,3662
2005 4 11,10 00,3784
2005 4 11,11 00,3841
2005 4 11,12 00,3660
2005 4 11,13 00,3898
2005 4 11,14 00,3930
2005 4 11,15 00,3931
2005 4 11,16 00,4003
2005 4 11,17 00,4031
2005 4 11,18 00,4092
2005 4 11,19 00,3950
2005 4 11,20 00,3757
2005 4 11,21 00,3554
2005 4 11,22 00,3454
2005 4 11,23 00,3207
2005 4 12,0 00,2918
2005 4 12,1 00,2757
2005 4 12,2 00,2634
2005 4 12,3 00,2553
2005 4 12,4 00,2527
2005 4 12,5 00,2630
2005 4 12,6 00,2947
2005 4 12,7 00,3352
2005 4 12,8 00,3792
2005 4 12,9 00,4093
2005 4 12,10 00,4182
2005 4 12,11 00,4199
2005 4 12,12 00,3971
2005 4 12,13 00,4209
2005 4 12,14 00,4246
2005 4 12,15 00,4243
2005 4 12,16 00,4287
2005 4 12,17 00,4273
2005 4 12,18 00,4325
2005 4 12,19 00,4178
2005 4 12,20 00,3970
2005 4 12,21 00,3747
2005 4 12,22 00,3650
2005 4 12,23 00,3390
2005 4 13,0 00,3081
2005 4 13,1 00,2885
2005 4 13,2 00,2759
2005 4 13,3 00,2653
2005 4 13,4 00,2632
2005 4 13,5 00,2731
2005 4 13,6 00,3080
2005 4 13,7 00,3517
2005 4 13,8 00,3892
2005 4 13,9 00,4187
2005 4 13,10 00,4260
2005 4 13,11 00,4252
2005 4 13,12 00,4000
2005 4 13,13 00,4182
2005 4 13,14 00,4166
2005 4 13,15 00,4134
2005 4 13,16 00,4187
2005 4 13,17 00,4166
2005 4 13,18 00,4230
2005 4 13,19 00,4098
2005 4 13,20 00,3910
2005 4 13,21 00,3701
2005 4 13,22 00,3612
2005 4 13,23 00,3352
2005 4 14,0 00,3027
2005 4 14,1 00,2844
2005 4 14,2 00,2716
2005 4 14,3 00,2624
2005 4 14,4 00,2605
2005 4 14,5 00,2688
2005 4 14,6 00,2995
2005 4 14,7 00,3298
2005 4 14,8 00,3598
2005 4 14,9 00,3802
2005 4 14,10 00,3828
2005 4 14,11 00,3812
2005 4 14,12 00,3547
2005 4 14,13 00,3743
2005 4 14,14 00,3731
2005 4 14,15 00,3699
2005 4 14,16 00,3724
2005 4 14,17 00,3717
2005 4 14,18 00,3906
2005 4 14,19 00,3849
2005 4 14,20 00,3679
2005 4 14,21 00,3486
2005 4 14,22 00,3414
2005 4 14,23 00,3190
2005 4 15,0 00,2918
2005 4 15,1 00,2756
2005 4 15,2 00,2638
2005 4 15,3 00,2551
2005 4 15,4 00,2526
2005 4 15,5 00,2575
2005 4 15,6 00,2843
2005 4 15,7 00,3132
2005 4 15,8 00,3445
2005 4 15,9 00,3672
2005 4 15,10 00,3730
2005 4 15,11 00,3735
2005 4 15,12 00,3510
2005 4 15,13 00,3715
2005 4 15,14 00,3726
2005 4 15,15 00,3686
2005 4 15,16 00,3688
2005 4 15,17 00,3632
2005 4 15,18 00,3774
2005 4 15,19 00,3700
2005 4 15,20 00,3518
2005 4 15,21 00,3326
2005 4 15,22 00,3265
2005 4 15,23 00,3071
2005 4 16,0 00,2838
2005 4 16,1 00,2700
2005 4 16,2 00,2584
2005 4 16,3 00,2488
2005 4 16,4 00,2435
2005 4 16,5 00,2410
2005 4 16,6 00,2533
2005 4 16,7 00,2756
2005 4 16,8 00,3038
2005 4 16,9 00,3238
2005 4 16,10 00,3308
2005 4 16,11 00,3318
2005 4 16,12 00,3206
2005 4 16,13 00,3272
2005 4 16,14 00,3263
2005 4 16,15 00,3248
2005 4 16,16 00,3298
2005 4 16,17 00,3393
2005 4 16,18 00,3560
2005 4 16,19 00,3524
2005 4 16,20 00,3413
2005 4 16,21 00,3223
2005 4 16,22 00,3064
2005 4 16,23 00,2892
2005 4 17,0 00,2678
2005 4 17,1 00,2548
2005 4 17,2 00,2448
2005 4 17,3 00,2358
2005 4 17,4 00,2304
2005 4 17,5 00,2284
2005 4 17,6 00,2369
2005 4 17,7 00,2541
2005 4 17,8 00,2703
2005 4 17,9 00,2845
2005 4 17,10 00,2912
2005 4 17,11 00,2908
2005 4 17,12 00,2890
2005 4 17,13 00,2897
2005 4 17,14 00,2882
2005 4 17,15 00,2882
2005 4 17,16 00,2925
2005 4 17,17 00,3034
2005 4 17,18 00,3301
2005 4 17,19 00,3348
2005 4 17,20 00,3262
2005 4 17,21 00,3105
2005 4 17,22 00,2920
2005 4 17,23 00,2750
2005 4 18,0 00,2557
2005 4 18,1 00,2448
2005 4 18,2 00,2361
2005 4 18,3 00,2291
2005 4 18,4 00,2286
2005 4 18,5 00,2346
2005 4 18,6 00,2627
2005 4 18,7 00,2982
2005 4 18,8 00,3362
2005 4 18,9 00,3630
2005 4 18,10 00,3700
2005 4 18,11 00,3709
2005 4 18,12 00,3482
2005 4 18,13 00,3679
2005 4 18,14 00,3702
2005 4 18,15 00,3677
2005 4 18,16 00,3737
2005 4 18,17 00,3748
2005 4 18,18 00,3880
2005 4 18,19 00,3783
2005 4 18,20 00,3607
2005 4 18,21 00,3408
2005 4 18,22 00,3328
2005 4 18,23 00,3084
2005 4 19,0 00,2834
2005 4 19,1 00,2688
2005 4 19,2 00,2576
2005 4 19,3 00,2500
2005 4 19,4 00,2482
2005 4 19,5 00,2530
2005 4 19,6 00,2792
2005 4 19,7 00,3087
2005 4 19,8 00,3407
2005 4 19,9 00,3648
2005 4 19,10 00,3711
2005 4 19,11 00,3724
2005 4 19,12 00,3505
2005 4 19,13 00,3726
2005 4 19,14 00,3749
2005 4 19,15 00,3722
2005 4 19,16 00,3728
2005 4 19,17 00,3685
2005 4 19,18 00,3844
2005 4 19,19 00,3771
2005 4 19,20 00,3588
2005 4 19,21 00,3394
2005 4 19,22 00,3322
2005 4 19,23 00,3102
2005 4 20,0 00,2817
2005 4 20,1 00,2660
2005 4 20,2 00,2565
2005 4 20,3 00,2486
2005 4 20,4 00,2456
2005 4 20,5 00,2522
2005 4 20,6 00,2800
2005 4 20,7 00,3152
2005 4 20,8 00,3556
2005 4 20,9 00,3866
2005 4 20,10 00,3953
2005 4 20,11 00,3984
2005 4 20,12 00,3761
2005 4 20,13 00,3994
2005 4 20,14 00,4018
2005 4 20,15 00,3984
2005 4 20,16 00,4020
2005 4 20,17 00,3982
2005 4 20,18 00,4021
2005 4 20,19 00,3883
2005 4 20,20 00,3703
2005 4 20,21 00,3501
2005 4 20,22 00,3372
2005 4 20,23 00,3144
2005 4 21,0 00,2910
2005 4 21,1 00,2756
2005 4 21,2 00,2637
2005 4 21,3 00,2542
2005 4 21,4 00,2513
2005 4 21,5 00,2567
2005 4 21,6 00,2804
2005 4 21,7 00,3115
2005 4 21,8 00,3436
2005 4 21,9 00,3673
2005 4 21,10 00,3746
2005 4 21,11 00,3753
2005 4 21,12 00,3536
2005 4 21,13 00,3742
2005 4 21,14 00,3764
2005 4 21,15 00,3721
2005 4 21,16 00,3736
2005 4 21,17 00,3697
2005 4 21,18 00,3826
2005 4 21,19 00,3762
2005 4 21,20 00,3580
2005 4 21,21 00,3384
2005 4 21,22 00,3304
2005 4 21,23 00,3100
2005 4 22,0 00,2838
2005 4 22,1 00,2698
2005 4 22,2 00,2592
2005 4 22,3 00,2507
2005 4 22,4 00,2486
2005 4 22,5 00,2513
2005 4 22,6 00,2782
2005 4 22,7 00,3090
2005 4 22,8 00,3451
2005 4 22,9 00,3732
2005 4 22,10 00,3767
2005 4 22,11 00,3750
2005 4 22,12 00,3511
2005 4 22,13 00,3711
2005 4 22,14 00,3724
2005 4 22,15 00,3690
2005 4 22,16 00,3705
2005 4 22,17 00,3639
2005 4 22,18 00,3773
2005 4 22,19 00,3738
2005 4 22,20 00,3553
2005 4 22,21 00,3367
2005 4 22,22 00,3297
2005 4 22,23 00,3100
2005 4 23,0 00,2861
2005 4 23,1 00,2718
2005 4 23,2 00,2597
2005 4 23,3 00,2498
2005 4 23,4 00,2460
2005 4 23,5 00,2442
2005 4 23,6 00,2584
2005 4 23,7 00,2790
2005 4 23,8 00,3087
2005 4 23,9 00,3280
2005 4 23,10 00,3348
2005 4 23,11 00,3350
2005 4 23,12 00,3231
2005 4 23,13 00,3300
2005 4 23,14 00,3293
2005 4 23,15 00,3255
2005 4 23,16 00,3252
2005 4 23,17 00,3239
2005 4 23,18 00,3442
2005 4 23,19 00,3483
2005 4 23,20 00,3365
2005 4 23,21 00,3206
2005 4 23,22 00,3057
2005 4 23,23 00,2876
2005 4 24,0 00,2676
2005 4 24,1 00,2535
2005 4 24,2 00,2442
2005 4 24,3 00,2346
2005 4 24,4 00,2292
2005 4 24,5 00,2266
2005 4 24,6 00,2367
2005 4 24,7 00,2522
2005 4 24,8 00,2704
2005 4 24,9 00,2841
2005 4 24,10 00,2918
2005 4 24,11 00,2919
2005 4 24,12 00,2902
2005 4 24,13 00,2898
2005 4 24,14 00,2886
2005 4 24,15 00,2886
2005 4 24,16 00,2921
2005 4 24,17 00,3058
2005 4 24,18 00,3335
2005 4 24,19 00,3398
2005 4 24,20 00,3318
2005 4 24,21 00,3165
2005 4 24,22 00,2977
2005 4 24,23 00,2783
2005 4 25,0 00,2573
2005 4 25,1 00,2469
2005 4 25,2 00,2385
2005 4 25,3 00,2319
2005 4 25,4 00,2298
2005 4 25,5 00,2372
2005 4 25,6 00,2676
2005 4 25,7 00,3075
2005 4 25,8 00,3468
2005 4 25,9 00,3730
2005 4 25,10 00,3795
2005 4 25,11 00,3805
2005 4 25,12 00,3596
2005 4 25,13 00,3802
2005 4 25,14 00,3792
2005 4 25,15 00,3748
2005 4 25,16 00,3777
2005 4 25,17 00,3743
2005 4 25,18 00,3857
2005 4 25,19 00,3771
2005 4 25,20 00,3597
2005 4 25,21 00,3399
2005 4 25,22 00,3322
2005 4 25,23 00,3103
2005 4 26,0 00,2851
2005 4 26,1 00,2708
2005 4 26,2 00,2605
2005 4 26,3 00,2522
2005 4 26,4 00,2493
2005 4 26,5 00,2540
2005 4 26,6 00,2771
2005 4 26,7 00,3076
2005 4 26,8 00,3416
2005 4 26,9 00,3690
2005 4 26,10 00,3765
2005 4 26,11 00,3790
2005 4 26,12 00,3558
2005 4 26,13 00,3777
2005 4 26,14 00,3838
2005 4 26,15 00,3855
2005 4 26,16 00,3860
2005 4 26,17 00,3753
2005 4 26,18 00,3828
2005 4 26,19 00,3797
2005 4 26,20 00,3611
2005 4 26,21 00,3431
2005 4 26,22 00,3347
2005 4 26,23 00,3128
2005 4 27,0 00,2879
2005 4 27,1 00,2727
2005 4 27,2 00,2622
2005 4 27,3 00,2531
2005 4 27,4 00,2506
2005 4 27,5 00,2527
2005 4 27,6 00,2789
2005 4 27,7 00,3076
2005 4 27,8 00,3391
2005 4 27,9 00,3653
2005 4 27,10 00,3722
2005 4 27,11 00,3731
2005 4 27,12 00,3512
2005 4 27,13 00,3726
2005 4 27,14 00,3742
2005 4 27,15 00,3712
2005 4 27,16 00,3721
2005 4 27,17 00,3642
2005 4 27,18 00,3756
2005 4 27,19 00,3731
2005 4 27,20 00,3551
2005 4 27,21 00,3351
2005 4 27,22 00,3283
2005 4 27,23 00,3065
2005 4 28,0 00,2814
2005 4 28,1 00,2675
2005 4 28,2 00,2574
2005 4 28,3 00,2489
2005 4 28,4 00,2448
2005 4 28,5 00,2448
2005 4 28,6 00,2692
2005 4 28,7 00,2976
2005 4 28,8 00,3332
2005 4 28,9 00,3618
2005 4 28,10 00,3734
2005 4 28,11 00,3772
2005 4 28,12 00,3570
2005 4 28,13 00,3808
2005 4 28,14 00,3847
2005 4 28,15 00,3806
2005 4 28,16 00,3784
2005 4 28,17 00,3672
2005 4 28,18 00,3731
2005 4 28,19 00,3680
2005 4 28,20 00,3476
2005 4 28,21 00,3270
2005 4 28,22 00,3176
2005 4 28,23 00,2988
2005 4 29,0 00,2760
2005 4 29,1 00,2621
2005 4 29,2 00,2514
2005 4 29,3 00,2415
2005 4 29,4 00,2357
2005 4 29,5 00,2312
2005 4 29,6 00,2418
2005 4 29,7 00,2617
2005 4 29,8 00,2945
2005 4 29,9 00,3201
2005 4 29,10 00,3351
2005 4 29,11 00,3409
2005 4 29,12 00,3353
2005 4 29,13 00,3467
2005 4 29,14 00,3492
2005 4 29,15 00,3464
2005 4 29,16 00,3450
2005 4 29,17 00,3396
2005 4 29,18 00,3533
2005 4 29,19 00,3536
2005 4 29,20 00,3370
2005 4 29,21 00,3150
2005 4 29,22 00,2972
2005 4 29,23 00,2791
2005 4 30,0 00,2597
2005 4 30,1 00,2459
2005 4 30,2 00,2368
2005 4 30,3 00,2285
2005 4 30,4 00,2227
2005 4 30,5 00,2184
2005 4 30,6 00,2313
2005 4 30,7 00,2530
2005 4 30,8 00,2843
2005 4 30,9 00,3084
2005 4 30,10 00,3204
2005 4 30,11 00,3239
2005 4 30,12 00,3158
2005 4 30,13 00,3219
2005 4 30,14 00,3219
2005 4 30,15 00,3180
2005 4 30,16 00,3159
2005 4 30,17 00,3134
2005 4 30,18 00,3299
2005 4 30,19 00,3334
2005 4 30,20 00,3193
2005 4 30,21 00,3014
2005 4 30,22 00,2847
2005 4 30,23 00,2687
2005 5 1,0 00,2460
2005 5 1,1 00,2343
2005 5 1,2 00,2249
2005 5 1,3 00,2176
2005 5 1,4 00,2106
2005 5 1,5 00,2067
2005 5 1,6 00,2160
2005 5 1,7 00,2313
2005 5 1,8 00,2492
2005 5 1,9 00,2672
2005 5 1,10 00,2766
2005 5 1,11 00,2793
2005 5 1,12 00,2809
2005 5 1,13 00,2816
2005 5 1,14 00,2800
2005 5 1,15 00,2807
2005 5 1,16 00,2864
2005 5 1,17 00,3002
2005 5 1,18 00,3190
2005 5 1,19 00,3189
2005 5 1,20 00,3067
2005 5 1,21 00,2892
2005 5 1,22 00,2735
2005 5 1,23 00,2555
2005 5 2,0 00,2382
2005 5 2,1 00,2272
2005 5 2,2 00,2186
2005 5 2,3 00,2112
2005 5 2,4 00,2085
2005 5 2,5 00,2112
2005 5 2,6 00,2296
2005 5 2,7 00,2567
2005 5 2,8 00,2898
2005 5 2,9 00,3144
2005 5 2,10 00,3255
2005 5 2,11 00,3278
2005 5 2,12 00,3216
2005 5 2,13 00,3288
2005 5 2,14 00,3298
2005 5 2,15 00,3291
2005 5 2,16 00,3298
2005 5 2,17 00,3314
2005 5 2,18 00,3408
2005 5 2,19 00,3375
2005 5 2,20 00,3200
2005 5 2,21 00,2993
2005 5 2,22 00,2810
2005 5 2,23 00,2619
2005 5 3,0 00,2420
2005 5 3,1 00,2297
2005 5 3,2 00,2202
2005 5 3,3 00,2133
2005 5 3,4 00,2074
2005 5 3,5 00,2041
2005 5 3,6 00,2140
2005 5 3,7 00,2294
2005 5 3,8 00,2482
2005 5 3,9 00,2629
2005 5 3,10 00,2725
2005 5 3,11 00,2752
2005 5 3,12 00,2742
2005 5 3,13 00,2753
2005 5 3,14 00,2749
2005 5 3,15 00,2743
2005 5 3,16 00,2762
2005 5 3,17 00,2820
2005 5 3,18 00,2992
2005 5 3,19 00,3082
2005 5 3,20 00,2985
2005 5 3,21 00,2837
2005 5 3,22 00,2692
2005 5 3,23 00,2514
2005 5 4,0 00,2345
2005 5 4,1 00,2229
2005 5 4,2 00,2145
2005 5 4,3 00,2081
2005 5 4,4 00,2023
2005 5 4,5 00,1987
2005 5 4,6 00,2096
2005 5 4,7 00,2264
2005 5 4,8 00,2461
2005 5 4,9 00,2631
2005 5 4,10 00,2737
2005 5 4,11 00,2762
2005 5 4,12 00,2761
2005 5 4,13 00,2773
2005 5 4,14 00,2770
2005 5 4,15 00,2768
2005 5 4,16 00,2789
2005 5 4,17 00,2850
2005 5 4,18 00,3026
2005 5 4,19 00,3113
2005 5 4,20 00,3007
2005 5 4,21 00,2857
2005 5 4,22 00,2707
2005 5 4,23 00,2539
2005 5 5,0 00,2373
2005 5 5,1 00,2262
2005 5 5,2 00,2178
2005 5 5,3 00,2099
2005 5 5,4 00,2050
2005 5 5,5 00,2013
2005 5 5,6 00,2119
2005 5 5,7 00,2289
2005 5 5,8 00,2502
2005 5 5,9 00,2693
2005 5 5,10 00,2805
2005 5 5,11 00,2836
2005 5 5,12 00,2833
2005 5 5,13 00,2854
2005 5 5,14 00,2851
2005 5 5,15 00,2845
2005 5 5,16 00,2869
