DATE,TIME,実績(万kW)
2024 3 24,3 00,2665
2024 3 24,4 00,2657
2024 3 24,5 00,2706
2024 3 24,6 00,2764
2024 3 24,7 00,2842
2024 3 24,8 00,3023
2024 3 24,9 00,3072
2024 3 24,10 00,3077
2024 3 24,11 00,3028
2024 3 24,12 00,2948
2024 3 24,13 00,2903
2024 3 24,14 00,2854
2024 3 24,15 00,2855
2024 3 24,16 00,2962
2024 3 24,17 00,3166
2024 3 24,18 00,3331
2024 3 24,19 00,3306
2024 3 24,20 00,3221
2024 3 24,21 00,3072
2024 3 24,22 00,2879
2024 3 24,23 00,2697
2024 3 25,0 00,2496
2024 3 25,1 00,2403
2024 3 25,2 00,2395
2024 3 25,3 00,2416
2024 3 25,4 00,2456
2024 3 25,5 00,2582
2024 3 25,6 00,2873
2024 3 25,7 00,3197
2024 3 25,8 00,3580
2024 3 25,9 00,3769
2024 3 25,10 00,3777
2024 3 25,11 00,3711
2024 3 25,12 00,3597
2024 3 25,13 00,3660
2024 3 25,14 00,3641
2024 3 25,15 00,3644
2024 3 25,16 00,3670
2024 3 25,17 00,3681
2024 3 25,18 00,3706
2024 3 25,19 00,3605
2024 3 25,20 00,3481
2024 3 25,21 00,3304
2024 3 25,22 00,3112
2024 3 25,23 00,2901
2024 3 26,0 00,2678
2024 3 26,1 00,2563
2024 3 26,2 00,2555
2024 3 26,3 00,2567
2024 3 26,4 00,2595
2024 3 26,5 00,2696
2024 3 26,6 00,2919
2024 3 26,7 00,3249
2024 3 26,8 00,3718
2024 3 26,9 00,3971
2024 3 26,10 00,3996
2024 3 26,11 00,3961
2024 3 26,12 00,3852
2024 3 26,13 00,3903
2024 3 26,14 00,3963
2024 3 26,15 00,3944
2024 3 26,16 00,3938
2024 3 26,17 00,3949
2024 3 26,18 00,3993
2024 3 26,19 00,3942
2024 3 26,20 00,3819
2024 3 26,21 00,3618
2024 3 26,22 00,3401
2024 3 26,23 00,3151
2024 3 27,0 00,2892
2024 3 27,1 00,2755
2024 3 27,2 00,2720
2024 3 27,3 00,2721
2024 3 27,4 00,2766
2024 3 27,5 00,2909
2024 3 27,6 00,3084
2024 3 27,7 00,3173
2024 3 27,8 00,3410
2024 3 27,9 00,3585
2024 3 27,10 00,3620
2024 3 27,11 00,3606
2024 3 27,12 00,3435
2024 3 27,13 00,3418
2024 3 27,14 00,3301
2024 3 27,15 00,3231
2024 3 27,16 00,3296
2024 3 27,17 00,3390
2024 3 27,18 00,3538
2024 3 27,19 00,3537
2024 3 27,20 00,3464
2024 3 27,21 00,3318
2024 3 27,22 00,3146
2024 3 27,23 00,2959
2024 3 28,0 00,2752
2024 3 28,1 00,2646
2024 3 28,2 00,2631
2024 3 28,3 00,2642
2024 3 28,4 00,2679
2024 3 28,5 00,2807
2024 3 28,6 00,3000
2024 3 28,7 00,3221
2024 3 28,8 00,3507
2024 3 28,9 00,3652
2024 3 28,10 00,3632
2024 3 28,11 00,3634
2024 3 28,12 00,3469
2024 3 28,13 00,3582
2024 3 28,14 00,3573
2024 3 28,15 00,3542
2024 3 28,16 00,3604
2024 3 28,17 00,3623
2024 3 28,18 00,3646
2024 3 28,19 00,3572
2024 3 28,20 00,3464
2024 3 28,21 00,3297
2024 3 28,22 00,3088
2024 3 28,23 00,2879
2024 3 29,0 00,2642
2024 3 29,1 00,2522
2024 3 29,2 00,2497
2024 3 29,3 00,2502
2024 3 29,4 00,2521
2024 3 29,5 00,2598
2024 3 29,6 00,2784
2024 3 29,7 00,3042
2024 3 29,8 00,3372
2024 3 29,9 00,3606
2024 3 29,10 00,3602
2024 3 29,11 00,3535
2024 3 29,12 00,3247
2024 3 29,13 00,3196
2024 3 29,14 00,3057
2024 3 29,15 00,3066
2024 3 29,16 00,3069
2024 3 29,17 00,3088
2024 3 29,18 00,3160
2024 3 29,19 00,3107
2024 3 29,20 00,3003
2024 3 29,21 00,2866
2024 3 29,22 00,2739
2024 3 29,23 00,2607
2024 3 30,0 00,2447
2024 3 30,1 00,2359
2024 3 30,2 00,2346
2024 3 30,3 00,2366
2024 3 30,4 00,2362
2024 3 30,5 00,2354
2024 3 30,6 00,2325
2024 3 30,7 00,2332
2024 3 30,8 00,2466
2024 3 30,9 00,2614
2024 3 30,10 00,2692
2024 3 30,11 00,2736
2024 3 30,12 00,2691
2024 3 30,13 00,2639
2024 3 30,14 00,2565
2024 3 30,15 00,2560
2024 3 30,16 00,2601
2024 3 30,17 00,2649
2024 3 30,18 00,2791
2024 3 30,19 00,2764
2024 3 30,20 00,2685
2024 3 30,21 00,2568
2024 3 30,22 00,2457
2024 3 30,23 00,2354
2024 3 31,0 00,2220
2024 3 31,1 00,2148
2024 3 31,2 00,2148
2024 3 31,3 00,2170
2024 3 31,4 00,2174
2024 3 31,5 00,2146
2024 3 31,6 00,2086
2024 3 31,7 00,2110
2024 3 31,8 00,2235
2024 3 31,9 00,2384
2024 3 31,10 00,2485
2024 3 31,11 00,2555
2024 3 31,12 00,2550
2024 3 31,13 00,2467
2024 3 31,14 00,2469
2024 3 31,15 00,2480
2024 3 31,16 00,2526
2024 3 31,17 00,2606
2024 3 31,18 00,2740
2024 3 31,19 00,2708
2024 3 31,20 00,2631
2024 3 31,21 00,2517
2024 3 31,22 00,2383
2024 3 31,23 00,2279
2024 4 1,0 00,2138
2024 4 1,1 00,2069
2024 4 1,2 00,2080
2024 4 1,3 00,2120
2024 4 1,4 00,2155
2024 4 1,5 00,2228
2024 4 1,6 00,2405
2024 4 1,7 00,2592
2024 4 1,8 00,2813
2024 4 1,9 00,3013
2024 4 1,10 00,3088
2024 4 1,11 00,3170
2024 4 1,12 00,3068
2024 4 1,13 00,3102
2024 4 1,14 00,3030
2024 4 1,15 00,3012
2024 4 1,16 00,3029
2024 4 1,17 00,3050
2024 4 1,18 00,3123
2024 4 1,19 00,3073
2024 4 1,20 00,2971
2024 4 1,21 00,2838
2024 4 1,22 00,2726
2024 4 1,23 00,2578
2024 4 2,0 00,2393
2024 4 2,1 00,2322
2024 4 2,2 00,2337
2024 4 2,3 00,2386
2024 4 2,4 00,2423
2024 4 2,5 00,2514
2024 4 2,6 00,2612
2024 4 2,7 00,2704
2024 4 2,8 00,2958
2024 4 2,9 00,3158
2024 4 2,10 00,3238
2024 4 2,11 00,3285
2024 4 2,12 00,3144
2024 4 2,13 00,3157
2024 4 2,14 00,3093
2024 4 2,15 00,3011
2024 4 2,16 00,3040
2024 4 2,17 00,3039
2024 4 2,18 00,3147
2024 4 2,19 00,3086
2024 4 2,20 00,2996
2024 4 2,21 00,2852
2024 4 2,22 00,2722
2024 4 2,23 00,2574
2024 4 3,0 00,2410
2024 4 3,1 00,2327
2024 4 3,2 00,2332
2024 4 3,3 00,2358
2024 4 3,4 00,2400
2024 4 3,5 00,2466
2024 4 3,6 00,2563
2024 4 3,7 00,2757
2024 4 3,8 00,3044
2024 4 3,9 00,3255
2024 4 3,10 00,3309
2024 4 3,11 00,3333
2024 4 3,12 00,3163
2024 4 3,13 00,3282
2024 4 3,14 00,3319
2024 4 3,15 00,3318
2024 4 3,16 00,3375
2024 4 3,17 00,3392
2024 4 3,18 00,3397
2024 4 3,19 00,3303
2024 4 3,20 00,3181
2024 4 3,21 00,3035
2024 4 3,22 00,2880
2024 4 3,23 00,2704
2024 4 4,0 00,2486
2024 4 4,1 00,2376
2024 4 4,2 00,2372
2024 4 4,3 00,2397
2024 4 4,4 00,2417
2024 4 4,5 00,2468
2024 4 4,6 00,2583
2024 4 4,7 00,2825
2024 4 4,8 00,2983
2024 4 4,9 00,3121
2024 4 4,10 00,3245
2024 4 4,11 00,3214
2024 4 4,12 00,3036
2024 4 4,13 00,3082
2024 4 4,14 00,3086
2024 4 4,15 00,3052
2024 4 4,16 00,3062
2024 4 4,17 00,3105
2024 4 4,18 00,3186
2024 4 4,19 00,3117
2024 4 4,20 00,3007
2024 4 4,21 00,2869
2024 4 4,22 00,2742
2024 4 4,23 00,2591
2024 4 5,0 00,2413
2024 4 5,1 00,2326
2024 4 5,2 00,2336
2024 4 5,3 00,2364
2024 4 5,4 00,2396
2024 4 5,5 00,2473
2024 4 5,6 00,2648
2024 4 5,7 00,2929
2024 4 5,8 00,3279
2024 4 5,9 00,3523
2024 4 5,10 00,3560
2024 4 5,11 00,3548
2024 4 5,12 00,3362
2024 4 5,13 00,3433
2024 4 5,14 00,3435
2024 4 5,15 00,3411
2024 4 5,16 00,3460
2024 4 5,17 00,3469
2024 4 5,18 00,3485
2024 4 5,19 00,3404
2024 4 5,20 00,3280
2024 4 5,21 00,3115
2024 4 5,22 00,2964
2024 4 5,23 00,2787
2024 4 6,0 00,2570
2024 4 6,1 00,2454
2024 4 6,2 00,2421
2024 4 6,3 00,2434
2024 4 6,4 00,2440
2024 4 6,5 00,2472
2024 4 6,6 00,2532
2024 4 6,7 00,2668
2024 4 6,8 00,2867
2024 4 6,9 00,2955
2024 4 6,10 00,2921
2024 4 6,11 00,2896
2024 4 6,12 00,2815
2024 4 6,13 00,2776
2024 4 6,14 00,2751
2024 4 6,15 00,2729
2024 4 6,16 00,2763
2024 4 6,17 00,2863
2024 4 6,18 00,3006
2024 4 6,19 00,2979
2024 4 6,20 00,2887
2024 4 6,21 00,2757
2024 4 6,22 00,2620
2024 4 6,23 00,2501
2024 4 7,0 00,2338
2024 4 7,1 00,2248
2024 4 7,2 00,2243
2024 4 7,3 00,2268
2024 4 7,4 00,2264
2024 4 7,5 00,2255
2024 4 7,6 00,2235
2024 4 7,7 00,2268
2024 4 7,8 00,2379
2024 4 7,9 00,2400
2024 4 7,10 00,2473
2024 4 7,11 00,2491
2024 4 7,12 00,2476
2024 4 7,13 00,2427
2024 4 7,14 00,2454
2024 4 7,15 00,2462
2024 4 7,16 00,2496
2024 4 7,17 00,2597
2024 4 7,18 00,2773
2024 4 7,19 00,2762
2024 4 7,20 00,2696
2024 4 7,21 00,2582
2024 4 7,22 00,2470
2024 4 7,23 00,2365
2024 4 8,0 00,2220
2024 4 8,1 00,2153
2024 4 8,2 00,2156
2024 4 8,3 00,2192
2024 4 8,4 00,2230
2024 4 8,5 00,2284
2024 4 8,6 00,2387
2024 4 8,7 00,2590
2024 4 8,8 00,2849
2024 4 8,9 00,3022
2024 4 8,10 00,3075
2024 4 8,11 00,3066
2024 4 8,12 00,2987
2024 4 8,13 00,3125
2024 4 8,14 00,3150
2024 4 8,15 00,3132
2024 4 8,16 00,3143
2024 4 8,17 00,3125
2024 4 8,18 00,3150
2024 4 8,19 00,3057
2024 4 8,20 00,2936
2024 4 8,21 00,2809
2024 4 8,22 00,2698
2024 4 8,23 00,2557
2024 4 9,0 00,2387
2024 4 9,1 00,2299
2024 4 9,2 00,2300
2024 4 9,3 00,2329
2024 4 9,4 00,2349
2024 4 9,5 00,2391
2024 4 9,6 00,2539
2024 4 9,7 00,2779
2024 4 9,8 00,3046
2024 4 9,9 00,3269
2024 4 9,10 00,3320
2024 4 9,11 00,3311
2024 4 9,12 00,3178
2024 4 9,13 00,3248
2024 4 9,14 00,3255
2024 4 9,15 00,3272
2024 4 9,16 00,3274
2024 4 9,17 00,3264
2024 4 9,18 00,3324
2024 4 9,19 00,3244
2024 4 9,20 00,3144
2024 4 9,21 00,3003
2024 4 9,22 00,2869
2024 4 9,23 00,2708
2024 4 10,0 00,2520
2024 4 10,1 00,2415
2024 4 10,2 00,2421
2024 4 10,3 00,2467
2024 4 10,4 00,2527
2024 4 10,5 00,2620
2024 4 10,6 00,2699
2024 4 10,7 00,2746
2024 4 10,8 00,2990
2024 4 10,9 00,3199
2024 4 10,10 00,3268
2024 4 10,11 00,3280
2024 4 10,12 00,3139
2024 4 10,13 00,3134
2024 4 10,14 00,3037
2024 4 10,15 00,2987
2024 4 10,16 00,3046
2024 4 10,17 00,3068
2024 4 10,18 00,3205
2024 4 10,19 00,3199
2024 4 10,20 00,3121
2024 4 10,21 00,2984
2024 4 10,22 00,2849
2024 4 10,23 00,2691
2024 4 11,0 00,2511
2024 4 11,1 00,2425
2024 4 11,2 00,2431
2024 4 11,3 00,2458
2024 4 11,4 00,2510
2024 4 11,5 00,2592
2024 4 11,6 00,2687
2024 4 11,7 00,2794
2024 4 11,8 00,3023
2024 4 11,9 00,3218
2024 4 11,10 00,3270
2024 4 11,11 00,3210
2024 4 11,12 00,3011
2024 4 11,13 00,3042
2024 4 11,14 00,3045
2024 4 11,15 00,3009
2024 4 11,16 00,3046
2024 4 11,17 00,3071
2024 4 11,18 00,3196
2024 4 11,19 00,3146
2024 4 11,20 00,3044
2024 4 11,21 00,2906
2024 4 11,22 00,2772
2024 4 11,23 00,2606
2024 4 12,0 00,2425
2024 4 12,1 00,2328
2024 4 12,2 00,2328
2024 4 12,3 00,2356
2024 4 12,4 00,2387
2024 4 12,5 00,2441
2024 4 12,6 00,2542
2024 4 12,7 00,2727
2024 4 12,8 00,2978
2024 4 12,9 00,3141
2024 4 12,10 00,3165
2024 4 12,11 00,3198
2024 4 12,12 00,3062
2024 4 12,13 00,3135
2024 4 12,14 00,3058
2024 4 12,15 00,3028
2024 4 12,16 00,3048
2024 4 12,17 00,3033
2024 4 12,18 00,3105
2024 4 12,19 00,3054
2024 4 12,20 00,2961
2024 4 12,21 00,2825
2024 4 12,22 00,2701
2024 4 12,23 00,2548
2024 4 13,0 00,2383
2024 4 13,1 00,2283
2024 4 13,2 00,2282
2024 4 13,3 00,2304
2024 4 13,4 00,2312
2024 4 13,5 00,2288
2024 4 13,6 00,2227
2024 4 13,7 00,2266
2024 4 13,8 00,2403
2024 4 13,9 00,2574
2024 4 13,10 00,2679
2024 4 13,11 00,2725
2024 4 13,12 00,2621
2024 4 13,13 00,2536
2024 4 13,14 00,2487
2024 4 13,15 00,2505
2024 4 13,16 00,2533
2024 4 13,17 00,2591
2024 4 13,18 00,2740
2024 4 13,19 00,2729
2024 4 13,20 00,2654
2024 4 13,21 00,2541
2024 4 13,22 00,2433
2024 4 13,23 00,2324
2024 4 14,0 00,2180
2024 4 14,1 00,2108
2024 4 14,2 00,2119
2024 4 14,3 00,2150
2024 4 14,4 00,2165
2024 4 14,5 00,2124
2024 4 14,6 00,2054
2024 4 14,7 00,2109
2024 4 14,8 00,2242
2024 4 14,9 00,2391
2024 4 14,10 00,2499
2024 4 14,11 00,2559
2024 4 14,12 00,2558
2024 4 14,13 00,2507
2024 4 14,14 00,2450
2024 4 14,15 00,2447
2024 4 14,16 00,2484
2024 4 14,17 00,2579
2024 4 14,18 00,2728
2024 4 14,19 00,2717
2024 4 14,20 00,2637
2024 4 14,21 00,2519
2024 4 14,22 00,2390
2024 4 14,23 00,2283
2024 4 15,0 00,2144
2024 4 15,1 00,2071
2024 4 15,2 00,2085
2024 4 15,3 00,2135
2024 4 15,4 00,2179
2024 4 15,5 00,2205
2024 4 15,6 00,2285
2024 4 15,7 00,2463
2024 4 15,8 00,2756
2024 4 15,9 00,3011
2024 4 15,10 00,3131
2024 4 15,11 00,3191
2024 4 15,12 00,3102
2024 4 15,13 00,3167
2024 4 15,14 00,3143
2024 4 15,15 00,3120
2024 4 15,16 00,3076
2024 4 15,17 00,3001
2024 4 15,18 00,3059
2024 4 15,19 00,2977
2024 4 15,20 00,2857
2024 4 15,21 00,2718
2024 4 15,22 00,2615
2024 4 15,23 00,2483
2024 4 16,0 00,2310
2024 4 16,1 00,2220
2024 4 16,2 00,2224
2024 4 16,3 00,2254
2024 4 16,4 00,2290
2024 4 16,5 00,2305
2024 4 16,6 00,2367
2024 4 16,7 00,2516
2024 4 16,8 00,2772
2024 4 16,9 00,2957
2024 4 16,10 00,3071
2024 4 16,11 00,3164
2024 4 16,12 00,3083
2024 4 16,13 00,3179
2024 4 16,14 00,3125
2024 4 16,15 00,3115
2024 4 16,16 00,3092
2024 4 16,17 00,3031
2024 4 16,18 00,3074
2024 4 16,19 00,3000
2024 4 16,20 00,2879
2024 4 16,21 00,2732
2024 4 16,22 00,2622
2024 4 16,23 00,2499
2024 4 17,0 00,2331
2024 4 17,1 00,2233
2024 4 17,2 00,2226
2024 4 17,3 00,2261
2024 4 17,4 00,2285
2024 4 17,5 00,2284
2024 4 17,6 00,2385
2024 4 17,7 00,2588
2024 4 17,8 00,2854
2024 4 17,9 00,3040
2024 4 17,10 00,3151
2024 4 17,11 00,3243
2024 4 17,12 00,3166
2024 4 17,13 00,3228
2024 4 17,14 00,3215
2024 4 17,15 00,3189
2024 4 17,16 00,3183
2024 4 17,17 00,3097
2024 4 17,18 00,3121
2024 4 17,19 00,3028
2024 4 17,20 00,2903
2024 4 17,21 00,2752
2024 4 17,22 00,2617
2024 4 17,23 00,2489
2024 4 18,0 00,2322
2024 4 18,1 00,2220
2024 4 18,2 00,2217
2024 4 18,3 00,2250
2024 4 18,4 00,2271
2024 4 18,5 00,2278
2024 4 18,6 00,2341
2024 4 18,7 00,2525
2024 4 18,8 00,2809
2024 4 18,9 00,3012
2024 4 18,10 00,3084
2024 4 18,11 00,3064
2024 4 18,12 00,3027
2024 4 18,13 00,3087
2024 4 18,14 00,3046
2024 4 18,15 00,3064
2024 4 18,16 00,3109
2024 4 18,17 00,3088
2024 4 18,18 00,3102
2024 4 18,19 00,3007
2024 4 18,20 00,2880
2024 4 18,21 00,2745
2024 4 18,22 00,2616
2024 4 18,23 00,2478
2024 4 19,0 00,2310
2024 4 19,1 00,2217
2024 4 19,2 00,2216
2024 4 19,3 00,2253
2024 4 19,4 00,2283
2024 4 19,5 00,2312
2024 4 19,6 00,2388
2024 4 19,7 00,2513
2024 4 19,8 00,2772
2024 4 19,9 00,3048
2024 4 19,10 00,3165
2024 4 19,11 00,3201
2024 4 19,12 00,3077
2024 4 19,13 00,3097
2024 4 19,14 00,3033
2024 4 19,15 00,2996
2024 4 19,16 00,2997
2024 4 19,17 00,2956
2024 4 19,18 00,2984
2024 4 19,19 00,2926
2024 4 19,20 00,2811
2024 4 19,21 00,2668
2024 4 19,22 00,2557
2024 4 19,23 00,2435
2024 4 20,0 00,2271
2024 4 20,1 00,2166
2024 4 20,2 00,2155
2024 4 20,3 00,2192
2024 4 20,4 00,2210
2024 4 20,5 00,2181
2024 4 20,6 00,2155
2024 4 20,7 00,2232
2024 4 20,8 00,2393
2024 4 20,9 00,2565
2024 4 20,10 00,2631
2024 4 20,11 00,2640
2024 4 20,12 00,2707
2024 4 20,13 00,2650
2024 4 20,14 00,2472
2024 4 20,15 00,2529
2024 4 20,16 00,2557
2024 4 20,17 00,2599
2024 4 20,18 00,2714
2024 4 20,19 00,2685
2024 4 20,20 00,2586
2024 4 20,21 00,2463
2024 4 20,22 00,2365
2024 4 20,23 00,2273
2024 4 21,0 00,2130
2024 4 21,1 00,2048
2024 4 21,2 00,2047
2024 4 21,3 00,2083
2024 4 21,4 00,2099
2024 4 21,5 00,2056
2024 4 21,6 00,1994
2024 4 21,7 00,2064
2024 4 21,8 00,2179
2024 4 21,9 00,2284
2024 4 21,10 00,2413
2024 4 21,11 00,2497
2024 4 21,12 00,2532
2024 4 21,13 00,2492
2024 4 21,14 00,2419
2024 4 21,15 00,2451
2024 4 21,16 00,2496
2024 4 21,17 00,2619
2024 4 21,18 00,2727
2024 4 21,19 00,2691
2024 4 21,20 00,2608
2024 4 21,21 00,2494
2024 4 21,22 00,2374
2024 4 21,23 00,2270
2024 4 22,0 00,2136
2024 4 22,1 00,2062
2024 4 22,2 00,2070
2024 4 22,3 00,2117
2024 4 22,4 00,2142
2024 4 22,5 00,2198
2024 4 22,6 00,2364
2024 4 22,7 00,2585
2024 4 22,8 00,2861
2024 4 22,9 00,3045
2024 4 22,10 00,3041
2024 4 22,11 00,3039
2024 4 22,12 00,2917
2024 4 22,13 00,3001
2024 4 22,14 00,3026
2024 4 22,15 00,3034
2024 4 22,16 00,3034
2024 4 22,17 00,2999
2024 4 22,18 00,3079
2024 4 22,19 00,3016
2024 4 22,20 00,2901
2024 4 22,21 00,2758
2024 4 22,22 00,2632
2024 4 22,23 00,2496
2024 4 23,0 00,2321
2024 4 23,1 00,2226
2024 4 23,2 00,2216
2024 4 23,3 00,2250
2024 4 23,4 00,2273
2024 4 23,5 00,2310
2024 4 23,6 00,2401
2024 4 23,7 00,2584
2024 4 23,8 00,2881
2024 4 23,9 00,3067
2024 4 23,10 00,3092
2024 4 23,11 00,3071
2024 4 23,12 00,2972
2024 4 23,13 00,3101
2024 4 23,14 00,3135
2024 4 23,15 00,3121
2024 4 23,16 00,3121
2024 4 23,17 00,3097
2024 4 23,18 00,3131
2024 4 23,19 00,3045
2024 4 23,20 00,2931
2024 4 23,21 00,2782
2024 4 23,22 00,2646
2024 4 23,23 00,2497
2024 4 24,0 00,2331
2024 4 24,1 00,2231
2024 4 24,2 00,2220
2024 4 24,3 00,2259
2024 4 24,4 00,2285
2024 4 24,5 00,2346
2024 4 24,6 00,2496
2024 4 24,7 00,2677
2024 4 24,8 00,2955
2024 4 24,9 00,3172
2024 4 24,10 00,3148
2024 4 24,11 00,3122
2024 4 24,12 00,2997
2024 4 24,13 00,3117
2024 4 24,14 00,3124
2024 4 24,15 00,3112
2024 4 24,16 00,3140
2024 4 24,17 00,3143
2024 4 24,18 00,3175
2024 4 24,19 00,3096
2024 4 24,20 00,2988
2024 4 24,21 00,2839
2024 4 24,22 00,2702
2024 4 24,23 00,2557
2024 4 25,0 00,2379
2024 4 25,1 00,2272
2024 4 25,2 00,2261
2024 4 25,3 00,2294
2024 4 25,4 00,2321
2024 4 25,5 00,2329
2024 4 25,6 00,2389
2024 4 25,7 00,2538
2024 4 25,8 00,2834
2024 4 25,9 00,3129
2024 4 25,10 00,3188
2024 4 25,11 00,3228
2024 4 25,12 00,3139
2024 4 25,13 00,3222
2024 4 25,14 00,3194
2024 4 25,15 00,3164
2024 4 25,16 00,3141
2024 4 25,17 00,3077
2024 4 25,18 00,3081
2024 4 25,19 00,3047
2024 4 25,20 00,2930
2024 4 25,21 00,2768
2024 4 25,22 00,2638
2024 4 25,23 00,2497
2024 4 26,0 00,2320
2024 4 26,1 00,2217
2024 4 26,2 00,2195
2024 4 26,3 00,2228
2024 4 26,4 00,2256
2024 4 26,5 00,2245
2024 4 26,6 00,2300
2024 4 26,7 00,2470
2024 4 26,8 00,2760
2024 4 26,9 00,3035
2024 4 26,10 00,3168
2024 4 26,11 00,3222
2024 4 26,12 00,3076
2024 4 26,13 00,3089
2024 4 26,14 00,3083
2024 4 26,15 00,3075
2024 4 26,16 00,3034
2024 4 26,17 00,2996
2024 4 26,18 00,3037
2024 4 26,19 00,2954
2024 4 26,20 00,2826
2024 4 26,21 00,2672
2024 4 26,22 00,2544
2024 4 26,23 00,2426
2024 4 27,0 00,2259
2024 4 27,1 00,2155
2024 4 27,2 00,2138
2024 4 27,3 00,2167
2024 4 27,4 00,2166
2024 4 27,5 00,2138
2024 4 27,6 00,2136
2024 4 27,7 00,2245
2024 4 27,8 00,2402
2024 4 27,9 00,2521
2024 4 27,10 00,2576
2024 4 27,11 00,2590
2024 4 27,12 00,2538
2024 4 27,13 00,2582
2024 4 27,14 00,2538
2024 4 27,15 00,2570
2024 4 27,16 00,2619
2024 4 27,17 00,2646
2024 4 27,18 00,2734
2024 4 27,19 00,2695
2024 4 27,20 00,2598
2024 4 27,21 00,2464
2024 4 27,22 00,2355
2024 4 27,23 00,2251
2024 4 28,0 00,2108
2024 4 28,1 00,2016
2024 4 28,2 00,2005
2024 4 28,3 00,2036
2024 4 28,4 00,2050
2024 4 28,5 00,1995
2024 4 28,6 00,1948
2024 4 28,7 00,2034
2024 4 28,8 00,2191
2024 4 28,9 00,2400
2024 4 28,10 00,2525
2024 4 28,11 00,2604
2024 4 28,12 00,2632
2024 4 28,13 00,2596
2024 4 28,14 00,2556
2024 4 28,15 00,2592
2024 4 28,16 00,2561
2024 4 28,17 00,2559
2024 4 28,18 00,2700
2024 4 28,19 00,2683
2024 4 28,20 00,2583
2024 4 28,21 00,2457
2024 4 28,22 00,2330
2024 4 28,23 00,2232
2024 4 29,0 00,2087
2024 4 29,1 00,1993
2024 4 29,2 00,1992
2024 4 29,3 00,2026
2024 4 29,4 00,2034
2024 4 29,5 00,1980
2024 4 29,6 00,1982
2024 4 29,7 00,2114
2024 4 29,8 00,2323
2024 4 29,9 00,2532
2024 4 29,10 00,2633
2024 4 29,11 00,2647
2024 4 29,12 00,2624
2024 4 29,13 00,2651
2024 4 29,14 00,2640
2024 4 29,15 00,2608
2024 4 29,16 00,2640
2024 4 29,17 00,2681
2024 4 29,18 00,2793
2024 4 29,19 00,2765
2024 4 29,20 00,2654
2024 4 29,21 00,2518
2024 4 29,22 00,2385
2024 4 29,23 00,2278
2024 4 30,0 00,2125
2024 4 30,1 00,2046
2024 4 30,2 00,2042
2024 4 30,3 00,2089
2024 4 30,4 00,2108
2024 4 30,5 00,2113
2024 4 30,6 00,2208
2024 4 30,7 00,2408
2024 4 30,8 00,2694
2024 4 30,9 00,2811
2024 4 30,10 00,2837
2024 4 30,11 00,2874
2024 4 30,12 00,2796
2024 4 30,13 00,2865
2024 4 30,14 00,2902
2024 4 30,15 00,2920
2024 4 30,16 00,2979
2024 4 30,17 00,2921
2024 4 30,18 00,2976
2024 4 30,19 00,2918
2024 4 30,20 00,2779
2024 4 30,21 00,2620
2024 4 30,22 00,2464
2024 4 30,23 00,2337
2024 5 1,0 00,2171
2024 5 1,1 00,2073
2024 5 1,2 00,2055
2024 5 1,3 00,2088
2024 5 1,4 00,2111
2024 5 1,5 00,2132
2024 5 1,6 00,2242
2024 5 1,7 00,2433
2024 5 1,8 00,2688
2024 5 1,9 00,2847
2024 5 1,10 00,2870
2024 5 1,11 00,2852
2024 5 1,12 00,2791
2024 5 1,13 00,2873
2024 5 1,14 00,2867
2024 5 1,15 00,2858
2024 5 1,16 00,2896
2024 5 1,17 00,2902
2024 5 1,18 00,2924
2024 5 1,19 00,2850
2024 5 1,20 00,2737
2024 5 1,21 00,2579
2024 5 1,22 00,2412
2024 5 1,23 00,2282
2024 5 2,0 00,2121
2024 5 2,1 00,2034
2024 5 2,2 00,2034
2024 5 2,3 00,2085
2024 5 2,4 00,2117
2024 5 2,5 00,2143
2024 5 2,6 00,2170
2024 5 2,7 00,2262
2024 5 2,8 00,2480
2024 5 2,9 00,2733
2024 5 2,10 00,2861
2024 5 2,11 00,2890
2024 5 2,12 00,2769
2024 5 2,13 00,2747
2024 5 2,14 00,2702
2024 5 2,15 00,2654
2024 5 2,16 00,2651
2024 5 2,17 00,2676
2024 5 2,18 00,2751
2024 5 2,19 00,2747
2024 5 2,20 00,2646
2024 5 2,21 00,2518
2024 5 2,22 00,2378
2024 5 2,23 00,2257
2024 5 3,0 00,2088
2024 5 3,1 00,1998
2024 5 3,2 00,1995
2024 5 3,3 00,2036
2024 5 3,4 00,2055
2024 5 3,5 00,1996
2024 5 3,6 00,1934
2024 5 3,7 00,1981
2024 5 3,8 00,2157
2024 5 3,9 00,2338
2024 5 3,10 00,2434
2024 5 3,11 00,2492
2024 5 3,12 00,2486
2024 5 3,13 00,2432
2024 5 3,14 00,2363
2024 5 3,15 00,2342
2024 5 3,16 00,2367
2024 5 3,17 00,2437
2024 5 3,18 00,2535
2024 5 3,19 00,2555
2024 5 3,20 00,2481
2024 5 3,21 00,2365
2024 5 3,22 00,2241
2024 5 3,23 00,2141
2024 5 4,0 00,1993
2024 5 4,1 00,1912
2024 5 4,2 00,1919
2024 5 4,3 00,1957
2024 5 4,4 00,1974
2024 5 4,5 00,1917
2024 5 4,6 00,1864
2024 5 4,7 00,1933
2024 5 4,8 00,2097
2024 5 4,9 00,2278
2024 5 4,10 00,2435
2024 5 4,11 00,2486
2024 5 4,12 00,2505
2024 5 4,13 00,2463
2024 5 4,14 00,2409
2024 5 4,15 00,2391
2024 5 4,16 00,2431
