DATE,TIME,実績(万kW)
2015 2 11,6 00,3350
2015 2 11,7 00,3599
2015 2 11,8 00,3829
2015 2 11,9 00,3863
2015 2 11,10 00,3687
2015 2 11,11 00,3527
2015 2 11,12 00,3374
2015 2 11,13 00,3385
2015 2 11,14 00,3340
2015 2 11,15 00,3344
2015 2 11,16 00,3484
2015 2 11,17 00,3841
2015 2 11,18 00,4021
2015 2 11,19 00,3983
2015 2 11,20 00,3935
2015 2 11,21 00,3803
2015 2 11,22 00,3592
2015 2 11,23 00,3383
2015 2 12,0 00,3113
2015 2 12,1 00,2982
2015 2 12,2 00,2907
2015 2 12,3 00,2873
2015 2 12,4 00,2907
2015 2 12,5 00,3123
2015 2 12,6 00,3589
2015 2 12,7 00,3832
2015 2 12,8 00,3951
2015 2 12,9 00,3952
2015 2 12,10 00,3792
2015 2 12,11 00,3673
2015 2 12,12 00,3404
2015 2 12,13 00,3501
2015 2 12,14 00,3453
2015 2 12,15 00,3445
2015 2 12,16 00,3583
2015 2 12,17 00,3878
2015 2 12,18 00,3985
2015 2 12,19 00,3907
2015 2 12,20 00,3823
2015 2 12,21 00,3696
2015 2 12,22 00,3585
2015 2 12,23 00,3388
2015 2 13,0 00,3140
2015 2 13,1 00,3004
2015 2 13,2 00,2920
2015 2 13,3 00,2888
2015 2 13,4 00,2907
2015 2 13,5 00,3101
2015 2 13,6 00,3547
2015 2 13,7 00,3748
2015 2 13,8 00,3847
2015 2 13,9 00,3847
2015 2 13,10 00,3745
2015 2 13,11 00,3658
2015 2 13,12 00,3424
2015 2 13,13 00,3592
2015 2 13,14 00,3626
2015 2 13,15 00,3741
2015 2 13,16 00,3939
2015 2 13,17 00,4195
2015 2 13,18 00,4274
2015 2 13,19 00,4205
2015 2 13,20 00,4118
2015 2 13,21 00,3986
2015 2 13,22 00,3873
2015 2 13,23 00,3696
2015 2 14,0 00,3428
2015 2 14,1 00,3233
2015 2 14,2 00,3106
2015 2 14,3 00,3013
2015 2 14,4 00,2966
2015 2 14,5 00,3045
2015 2 14,6 00,3303
2015 2 14,7 00,3540
2015 2 14,8 00,3724
2015 2 14,9 00,3742
2015 2 14,10 00,3624
2015 2 14,11 00,3515
2015 2 14,12 00,3331
2015 2 14,13 00,3315
2015 2 14,14 00,3255
2015 2 14,15 00,3262
2015 2 14,16 00,3382
2015 2 14,17 00,3716
2015 2 14,18 00,3900
2015 2 14,19 00,3866
2015 2 14,20 00,3818
2015 2 14,21 00,3686
2015 2 14,22 00,3525
2015 2 14,23 00,3362
2015 2 15,0 00,3122
2015 2 15,1 00,2965
2015 2 15,2 00,2859
2015 2 15,3 00,2788
2015 2 15,4 00,2751
2015 2 15,5 00,2793
2015 2 15,6 00,2945
2015 2 15,7 00,3095
2015 2 15,8 00,3217
2015 2 15,9 00,3242
2015 2 15,10 00,3150
2015 2 15,11 00,3065
2015 2 15,12 00,3000
2015 2 15,13 00,2953
2015 2 15,14 00,2915
2015 2 15,15 00,2967
2015 2 15,16 00,3158
2015 2 15,17 00,3626
2015 2 15,18 00,3895
2015 2 15,19 00,3902
2015 2 15,20 00,3857
2015 2 15,21 00,3733
2015 2 15,22 00,3497
2015 2 15,23 00,3295
2015 2 16,0 00,3043
2015 2 16,1 00,2910
2015 2 16,2 00,2833
2015 2 16,3 00,2796
2015 2 16,4 00,2821
2015 2 16,5 00,3052
2015 2 16,6 00,3545
2015 2 16,7 00,3824
2015 2 16,8 00,3971
2015 2 16,9 00,3993
2015 2 16,10 00,3858
2015 2 16,11 00,3733
2015 2 16,12 00,3416
2015 2 16,13 00,3552
2015 2 16,14 00,3509
2015 2 16,15 00,3488
2015 2 16,16 00,3612
2015 2 16,17 00,3898
2015 2 16,18 00,4053
2015 2 16,19 00,3975
2015 2 16,20 00,3888
2015 2 16,21 00,3767
2015 2 16,22 00,3657
2015 2 16,23 00,3437
2015 2 17,0 00,3163
2015 2 17,1 00,3007
2015 2 17,2 00,2915
2015 2 17,3 00,2868
2015 2 17,4 00,2880
2015 2 17,5 00,3062
2015 2 17,6 00,3494
2015 2 17,7 00,3815
2015 2 17,8 00,4115
2015 2 17,9 00,4256
2015 2 17,10 00,4239
2015 2 17,11 00,4174
2015 2 17,12 00,3963
2015 2 17,13 00,4109
2015 2 17,14 00,4077
2015 2 17,15 00,4057
2015 2 17,16 00,4199
2015 2 17,17 00,4372
2015 2 17,18 00,4378
2015 2 17,19 00,4268
2015 2 17,20 00,4136
2015 2 17,21 00,3976
2015 2 17,22 00,3830
2015 2 17,23 00,3581
2015 2 18,0 00,3286
2015 2 18,1 00,3117
2015 2 18,2 00,3002
2015 2 18,3 00,2940
2015 2 18,4 00,2949
2015 2 18,5 00,3137
2015 2 18,6 00,3585
2015 2 18,7 00,3899
2015 2 18,8 00,4184
2015 2 18,9 00,4383
2015 2 18,10 00,4335
2015 2 18,11 00,4279
2015 2 18,12 00,4098
2015 2 18,13 00,4261
2015 2 18,14 00,4249
2015 2 18,15 00,4264
2015 2 18,16 00,4353
2015 2 18,17 00,4468
2015 2 18,18 00,4466
2015 2 18,19 00,4340
2015 2 18,20 00,4214
2015 2 18,21 00,4039
2015 2 18,22 00,3853
2015 2 18,23 00,3595
2015 2 19,0 00,3278
2015 2 19,1 00,3104
2015 2 19,2 00,2995
2015 2 19,3 00,2946
2015 2 19,4 00,2972
2015 2 19,5 00,3185
2015 2 19,6 00,3646
2015 2 19,7 00,3858
2015 2 19,8 00,3957
2015 2 19,9 00,3963
2015 2 19,10 00,3813
2015 2 19,11 00,3705
2015 2 19,12 00,3476
2015 2 19,13 00,3537
2015 2 19,14 00,3452
2015 2 19,15 00,3482
2015 2 19,16 00,3639
2015 2 19,17 00,3906
2015 2 19,18 00,4076
2015 2 19,19 00,4004
2015 2 19,20 00,3915
2015 2 19,21 00,3777
2015 2 19,22 00,3652
2015 2 19,23 00,3444
2015 2 20,0 00,3174
2015 2 20,1 00,3014
2015 2 20,2 00,2928
2015 2 20,3 00,2882
2015 2 20,4 00,2900
2015 2 20,5 00,3108
2015 2 20,6 00,3540
2015 2 20,7 00,3746
2015 2 20,8 00,3841
2015 2 20,9 00,3867
2015 2 20,10 00,3757
2015 2 20,11 00,3688
2015 2 20,12 00,3523
2015 2 20,13 00,3640
2015 2 20,14 00,3640
2015 2 20,15 00,3586
2015 2 20,16 00,3678
2015 2 20,17 00,3906
2015 2 20,18 00,4053
2015 2 20,19 00,3975
2015 2 20,20 00,3886
2015 2 20,21 00,3765
2015 2 20,22 00,3685
2015 2 20,23 00,3520
2015 2 21,0 00,3275
2015 2 21,1 00,3131
2015 2 21,2 00,3022
2015 2 21,3 00,2950
2015 2 21,4 00,2916
2015 2 21,5 00,2994
2015 2 21,6 00,3207
2015 2 21,7 00,3398
2015 2 21,8 00,3573
2015 2 21,9 00,3591
2015 2 21,10 00,3534
2015 2 21,11 00,3447
2015 2 21,12 00,3308
2015 2 21,13 00,3298
2015 2 21,14 00,3241
2015 2 21,15 00,3195
2015 2 21,16 00,3296
2015 2 21,17 00,3620
2015 2 21,18 00,3810
2015 2 21,19 00,3770
2015 2 21,20 00,3693
2015 2 21,21 00,3550
2015 2 21,22 00,3375
2015 2 21,23 00,3191
2015 2 22,0 00,2952
2015 2 22,1 00,2823
2015 2 22,2 00,2731
2015 2 22,3 00,2662
2015 2 22,4 00,2634
2015 2 22,5 00,2672
2015 2 22,6 00,2797
2015 2 22,7 00,2986
2015 2 22,8 00,3287
2015 2 22,9 00,3495
2015 2 22,10 00,3542
2015 2 22,11 00,3467
2015 2 22,12 00,3371
2015 2 22,13 00,3325
2015 2 22,14 00,3290
2015 2 22,15 00,3274
2015 2 22,16 00,3348
2015 2 22,17 00,3637
2015 2 22,18 00,3772
2015 2 22,19 00,3719
2015 2 22,20 00,3647
2015 2 22,21 00,3497
2015 2 22,22 00,3267
2015 2 22,23 00,3038
2015 2 23,0 00,2785
2015 2 23,1 00,2658
2015 2 23,2 00,2598
2015 2 23,3 00,2564
2015 2 23,4 00,2591
2015 2 23,5 00,2764
2015 2 23,6 00,3141
2015 2 23,7 00,3403
2015 2 23,8 00,3562
2015 2 23,9 00,3679
2015 2 23,10 00,3574
2015 2 23,11 00,3506
2015 2 23,12 00,3208
2015 2 23,13 00,3302
2015 2 23,14 00,3297
2015 2 23,15 00,3310
2015 2 23,16 00,3461
2015 2 23,17 00,3663
2015 2 23,18 00,3695
2015 2 23,19 00,3606
2015 2 23,20 00,3501
2015 2 23,21 00,3369
2015 2 23,22 00,3286
2015 2 23,23 00,3081
2015 2 24,0 00,2846
2015 2 24,1 00,2745
2015 2 24,2 00,2691
2015 2 24,3 00,2666
2015 2 24,4 00,2697
2015 2 24,5 00,2847
2015 2 24,6 00,3172
2015 2 24,7 00,3386
2015 2 24,8 00,3606
2015 2 24,9 00,3724
2015 2 24,10 00,3650
2015 2 24,11 00,3594
2015 2 24,12 00,3399
2015 2 24,13 00,3537
2015 2 24,14 00,3460
2015 2 24,15 00,3446
2015 2 24,16 00,3555
2015 2 24,17 00,3741
2015 2 24,18 00,3836
2015 2 24,19 00,3739
2015 2 24,20 00,3629
2015 2 24,21 00,3501
2015 2 24,22 00,3394
2015 2 24,23 00,3161
2015 2 25,0 00,2902
2015 2 25,1 00,2777
2015 2 25,2 00,2713
2015 2 25,3 00,2679
2015 2 25,4 00,2706
2015 2 25,5 00,2860
2015 2 25,6 00,3196
2015 2 25,7 00,3425
2015 2 25,8 00,3665
2015 2 25,9 00,3790
2015 2 25,10 00,3660
2015 2 25,11 00,3584
2015 2 25,12 00,3395
2015 2 25,13 00,3515
2015 2 25,14 00,3448
2015 2 25,15 00,3392
2015 2 25,16 00,3502
2015 2 25,17 00,3712
2015 2 25,18 00,3825
2015 2 25,19 00,3754
2015 2 25,20 00,3647
2015 2 25,21 00,3513
2015 2 25,22 00,3389
2015 2 25,23 00,3159
2015 2 26,0 00,2904
2015 2 26,1 00,2773
2015 2 26,2 00,2711
2015 2 26,3 00,2684
2015 2 26,4 00,2699
2015 2 26,5 00,2837
2015 2 26,6 00,3194
2015 2 26,7 00,3480
2015 2 26,8 00,3754
2015 2 26,9 00,3939
2015 2 26,10 00,3943
2015 2 26,11 00,3954
2015 2 26,12 00,3756
2015 2 26,13 00,3907
2015 2 26,14 00,3909
2015 2 26,15 00,3930
2015 2 26,16 00,4042
2015 2 26,17 00,4142
2015 2 26,18 00,4137
2015 2 26,19 00,4008
2015 2 26,20 00,3868
2015 2 26,21 00,3692
2015 2 26,22 00,3551
2015 2 26,23 00,3296
2015 2 27,0 00,3032
2015 2 27,1 00,2880
2015 2 27,2 00,2801
2015 2 27,3 00,2757
2015 2 27,4 00,2773
2015 2 27,5 00,2950
2015 2 27,6 00,3307
2015 2 27,7 00,3491
2015 2 27,8 00,3596
2015 2 27,9 00,3572
2015 2 27,10 00,3489
2015 2 27,11 00,3429
2015 2 27,12 00,3262
2015 2 27,13 00,3355
2015 2 27,14 00,3344
2015 2 27,15 00,3369
2015 2 27,16 00,3488
2015 2 27,17 00,3729
2015 2 27,18 00,3886
2015 2 27,19 00,3824
2015 2 27,20 00,3731
2015 2 27,21 00,3593
2015 2 27,22 00,3517
2015 2 27,23 00,3325
2015 2 28,0 00,3072
2015 2 28,1 00,2928
2015 2 28,2 00,2826
2015 2 28,3 00,2765
2015 2 28,4 00,2755
2015 2 28,5 00,2831
2015 2 28,6 00,2988
2015 2 28,7 00,3194
2015 2 28,8 00,3390
2015 2 28,9 00,3423
2015 2 28,10 00,3338
2015 2 28,11 00,3261
2015 2 28,12 00,3116
2015 2 28,13 00,3088
2015 2 28,14 00,3027
2015 2 28,15 00,2998
2015 2 28,16 00,3086
2015 2 28,17 00,3369
2015 2 28,18 00,3595
2015 2 28,19 00,3578
2015 2 28,20 00,3527
2015 2 28,21 00,3403
2015 2 28,22 00,3239
2015 2 28,23 00,3067
2015 3 1,0 00,2843
2015 3 1,1 00,2705
2015 3 1,2 00,2625
2015 3 1,3 00,2567
2015 3 1,4 00,2531
2015 3 1,5 00,2559
2015 3 1,6 00,2670
2015 3 1,7 00,2841
2015 3 1,8 00,3094
2015 3 1,9 00,3237
2015 3 1,10 00,3291
2015 3 1,11 00,3288
2015 3 1,12 00,3272
2015 3 1,13 00,3278
2015 3 1,14 00,3296
2015 3 1,15 00,3318
2015 3 1,16 00,3429
2015 3 1,17 00,3678
2015 3 1,18 00,3775
2015 3 1,19 00,3732
2015 3 1,20 00,3650
2015 3 1,21 00,3482
2015 3 1,22 00,3239
2015 3 1,23 00,3002
2015 3 2,0 00,2747
2015 3 2,1 00,2631
2015 3 2,2 00,2585
2015 3 2,3 00,2565
2015 3 2,4 00,2608
2015 3 2,5 00,2806
2015 3 2,6 00,3158
2015 3 2,7 00,3342
2015 3 2,8 00,3450
2015 3 2,9 00,3537
2015 3 2,10 00,3485
2015 3 2,11 00,3437
2015 3 2,12 00,3228
2015 3 2,13 00,3354
2015 3 2,14 00,3336
2015 3 2,15 00,3339
2015 3 2,16 00,3447
2015 3 2,17 00,3663
2015 3 2,18 00,3863
2015 3 2,19 00,3803
2015 3 2,20 00,3721
2015 3 2,21 00,3599
2015 3 2,22 00,3530
2015 3 2,23 00,3318
2015 3 3,0 00,3060
2015 3 3,1 00,2918
2015 3 3,2 00,2836
2015 3 3,3 00,2788
2015 3 3,4 00,2807
2015 3 3,5 00,2986
2015 3 3,6 00,3369
2015 3 3,7 00,3643
2015 3 3,8 00,3885
2015 3 3,9 00,4054
2015 3 3,10 00,4011
2015 3 3,11 00,3946
2015 3 3,12 00,3713
2015 3 3,13 00,3847
2015 3 3,14 00,3844
2015 3 3,15 00,3828
2015 3 3,16 00,3939
2015 3 3,17 00,4108
2015 3 3,18 00,4153
2015 3 3,19 00,4037
2015 3 3,20 00,3923
2015 3 3,21 00,3764
2015 3 3,22 00,3642
2015 3 3,23 00,3395
2015 3 4,0 00,3128
2015 3 4,1 00,2979
2015 3 4,2 00,2893
2015 3 4,3 00,2855
2015 3 4,4 00,2864
2015 3 4,5 00,3023
2015 3 4,6 00,3390
2015 3 4,7 00,3651
2015 3 4,8 00,3795
2015 3 4,9 00,3748
2015 3 4,10 00,3628
2015 3 4,11 00,3483
2015 3 4,12 00,3224
2015 3 4,13 00,3307
2015 3 4,14 00,3254
2015 3 4,15 00,3230
2015 3 4,16 00,3288
2015 3 4,17 00,3446
2015 3 4,18 00,3648
2015 3 4,19 00,3589
2015 3 4,20 00,3499
2015 3 4,21 00,3382
2015 3 4,22 00,3303
2015 3 4,23 00,3096
